facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
KEN-019,Kenya,Telkom Kenya Data Centre Mombasa,Mombasa,Operational,2010,Colocation/carrier-neutral,Other foreign control,Ultimate parent HQ: UAE,No,Construction/Equipment,Telkom Kenya,Private domestic,"Infrastructure Corporation of Africa LLC (ICA, 60%), Government of Kenya (40%)",Infrastructure Corporation of Africa LLC (ICA),Equity,Historical advisory: IFC advised on 2007 privatization to Orange and related financing/restructuring. IFC invested in Helios fund (2016). No current direct investments or involvement found.,,Telkom Kenya clients; enterprises; coastal ISPs,UAE,Infrastructure Corporation of Africa LLC (ICA),high
KEN-026,Kenya,CloudPap Nairobi Data Centre,Nairobi,Operational,2018,Colocation/carrier-neutral,US control,Ultimate parent HQ: USA,No,None identified,Ryanada Limited (CloudPap),Private domestic,David Murimi (co-founder/CEO of Cloudoon and Ryanada); percentages unknown,"Cloudoon (privately held, founded/co-owned by David Murimi)",Equity,None identified,,Startups; SMEs; developers,USA,"Cloudoon (privately held, founded/co-owned by David Murimi)",high
KEN-030,Kenya,Cloudoon Masinga 101 Green Data Centre,Masinga,Planned,,Colocation/carrier-neutral,US control,Ultimate parent HQ: USA,No,None identified,Cloudoon Inc.,Private domestic,Unknown (founder-led by David Murimi; no public data),,Equity,"Planned IFC investment for Masinga DC (2022 announcement; unconfirmed if executed). No DFC, BII, or AfDB involvement found",51100000,ISPs; content providers; developers,USA,"None (privately held, self-owned)",high
LBR-001,Liberia,LTC Mobile National Data Centre,Monrovia,Operational,,Colocation/carrier-neutral,African control,African ultimate parent (Liberia),No,Construction/Equipment,Liberia Telecommunications Corporation (LTC Mobile),Government / SOE,Government of Liberia (100%),Government of Liberia,Equity,None found,,,Liberia,Government of Liberia,high
MDG-001,Madagascar,STELLARIX Antananarivo TNR01,Antananarivo,Operational,,Colocation/carrier-neutral,African control,Hiridjee family (Madagascar) 100% control; Mauritius/Dubai holdcos are domicile only,No,Construction/Equipment,STELLARIX,Private foreign,Hassanein Hiridjee (100% ultimate); AXIAN Telecom (80.8% direct),Hassanein Hiridjee / AXIAN Group,Board chaired by Hassanein Hiridjee; 7-member board with independents [AXIAN Investors](https://www.axian-telecom.com/investors/),"Yes: EIB, AfDB, IFC, BII, Proparco, DEG",,Enterprises; banks; outsourcing companies; hotels; ISPs,Madagascar / Mauritius / Dubai,AXIAN Group Limited (wholly owned by Hassanein Hiridjee),high
MDG-002,Madagascar,STELLARIX Antananarivo TNR02,Antananarivo,Operational,,Colocation/carrier-neutral,African control,Hiridjee family (Madagascar) 100% control; Mauritius/Dubai holdcos are domicile only,No,Construction/Equipment,STELLARIX,Private foreign,Hassanein Hiridjee (100% ultimate); AXIAN Telecom (80.8% direct),Hassanein Hiridjee / AXIAN Group,Board chaired by Hassanein Hiridjee; 7-member board with independents [AXIAN Investors](https://www.axian-telecom.com/investors/),"Yes: EIB, AfDB, IFC, BII, Proparco, DEG",,Enterprises; ISPs; government,Madagascar / Mauritius / Dubai,AXIAN Group Limited (wholly owned by Hassanein Hiridjee),high
MDG-003,Madagascar,Madagascar Global Internet eXchange (MGIX) Data Centre,Antananarivo,Operational,2016,Research,African control,Malagasy consortium,No,None identified,Madagascar Global Internet Exchange (MGIX),Private domestic,"No shareholders; members include universities/research institutions for iRENALA, telecom operators for MGIX",None identified (non-profit association/consortium),Equity,None identified,,ISPs; MNOs; research networks; Airtel; Orange; Telma; Gulfsat,,None identified (non-profit association/consortium),medium
MDG-004,Madagascar,Yas Toliara Data Center,Toliara,Operational,,Enterprise,African control,Hiridjee family (Madagascar) 100% control; Mauritius/Dubai holdcos are domicile only,No,Construction/Equipment,Yas Madagascar (formerly Telma Madagascar),Private foreign,Hassanein Hiridjee (100% ultimate); AXIAN Telecom (80.8% direct),Hassanein Hiridjee / AXIAN Group,Board chaired by Hassanein Hiridjee; 7-member board with independents [AXIAN Investors](https://www.axian-telecom.com/investors/),"Yes: EIB, AfDB, IFC, BII, Proparco, DEG",,Yas/Telma enterprise; coastal region customers,Madagascar / Mauritius / Dubai,AXIAN Group Limited (wholly owned by Hassanein Hiridjee),high
MLI-001,Mali,Centre de Données National du Mali (CDN Mali),Bamako,Operational,2026,Government,African control,African ultimate parent (Mali),No,Construction/Equipment,SMTD (Société Malienne de Transmission et de Diffusion) / Ministry of Communication,Government / SOE,N/A (100% state-owned),Government of Mali,Equity,None identified,,Government ministries; Alliance of Sahel States (AES) partner agencies,Mali,Government of Mali,high
MOZ-002,Mozambique,Raxio Mozambique MZ1,Matola,Operational,2024,Colocation/carrier-neutral,Joint foreign (US/EU),"Roha Group (US, 48.5%) + Meridiam (France, 46.5%) joint control; US legal nexus present",No,None identified,Raxio Data Centres,Private foreign,"Roha Group, Meridiam (exact % unknown; founding and primary equity investors)",,Equity,"Yes: IFC ($100M, 2025), Proparco ($40M+ part of $170M, 2023), EAIF/PIDG ($33M+ part of $170M, 2023) [IFC](https://disclosures.ifc.org/project-detail/AS-ESRS/48537/raxio-dc), [Proparco](https://www.proparco.fr/en/actualites/raxio-data-centres-speeds-africas-digital-transition-support-proparco), [EAIF](https://www.eaif.com/project/raxio-data-centres/)",,Vodacom; Movitel; Tmcel; 8 top telecom operators; government entities,,None (privately held by Roha Group and Meridiam),high
MOZ-007,Mozambique,Teledata Mozambique Data Centre,Maputo,Operational,,Colocation/carrier-neutral,African control,African ultimate parent (Mozambique),No,Construction/Equipment,Teledata Mozambique,Private domestic,"TDM (100%, Mozambican state-controlled)",TelecomunicaÃ§Ãµes de MoÃ§ambique (TDM) - 100% ownership,Equity,None identified,,ISPs; SMEs; government agencies,Mozambique,TelecomunicaÃ§Ãµes de MoÃ§ambique (TDM) - 100% ownership,high
MOZ-008,Mozambique,Eduardo Mondlane University Data Centre (CIUEM),Maputo,Operational,,Research,African control,African ultimate parent (Mozambique),No,Construction/Equipment,CIUEM - Universidade Eduardo Mondlane,Government / SOE,Government of Mozambique (100%),Government of Mozambique,Equity,None found,,Academic users; researchers; NREN,Mozambique,Government of Mozambique,high
MOZ-010,Mozambique,Master Power Technologies Nacala Data Centre,Nacala,Operational,2023,Edge,African control,African ultimate parent (South Africa),No,None identified,Master Power Technologies (MPT),Private foreign,"Menno Parsons (Founder, Director, CEO); other directors: Innocent Hlabiwa, Kgomotso Laka (percentages not publicly available)",Self-owned (founder-led private company),Equity,None found,,Vodacom; 2Africa consortium; northern Mozambique ISPs,South Africa,Self-owned (founder-led private company),high
MOZ-012,Mozambique,Tmcel Captive Data Centre (Maputo HQ),Maputo,Operational,,Enterprise,African control,African ultimate parent (Mozambique),No,Construction/Equipment,Mocambique Telecom SA (Tmcel),Government / SOE,N/A (fully state-owned),Government of Mozambique,Equity,Africa50 (AfDB platform) financing rehabilitation of Maluana DC and new Maputo DC; IFC supports private Raxio expansion,,Tmcel internal; Government of Mozambique; WIOCC,Mozambique,Government of Mozambique,high
MRT-001,Mauritania,Nouakchott Data Hub,Nouakchott,Operational,2025,Government,African control,African ultimate parent (Mauritania),No,None identified,International Mauritania Telecom (IMT/GIE),PPP,Government of Mauritania (100%),Government of Mauritania,Equity,Initial WARCIP project co-financed by World Bank and EIB (non-equity); EIB â‚¬15M loan for Nouakchott data center (debt financing) [EIB/EEAS](https://www.eeas.europa.eu/delegations/mauritania/construction-datacenter-nouakchott-mauritania_en),15000000,Government of Mauritania; Mauritel; Mattel; Chinguitel; banks,Mauritania,Government of Mauritania,high
MUS-001,Mauritius,Mauritius Telecom Rose Belle Data Centre,Rose Belle,Operational,2016,Colocation/carrier-neutral,African control,Mauritian conglomerate / state,No,None identified,Mauritius Telecom Ltd,Government / SOE,No private shareholders; state-controlled public pension fund.,Government of Mauritius,Equity,None found,7500000,Banks; Government of Mauritius; Telecom operators,Mauritius,Government of Mauritius,high
MUS-002,Mauritius,Mauritius Telecom Rose Hill Data Centre,Rose Hill,Operational,2012,Colocation/carrier-neutral,African control,Mauritian conglomerate / state,No,None identified,Mauritius Telecom Ltd,Government / SOE,No private shareholders; state-controlled public pension fund.,Government of Mauritius,Equity,None found,,Banks; ISPs; Enterprise,Mauritius,Government of Mauritius,high
MWI-003,Malawi,OCL Enterprise Data Centre Kanengo,Lilongwe,Operational,2023,Colocation/carrier-neutral,African control,African ultimate parent (South Africa),No,None identified,Open Connect Limited (OCL),Private domestic,"PAIDF II / Harith General Partners (60%), Press Corporation Plc (22%), Old Mutual Malawi (15%). [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/43723-ocl-malawi/), [OCL Harith page](https://www.ocl.mw/harith_general.html)","Harith General Partners (via PAIDF II, 60% stake)",Equity,"IFC (World Bank Group): Debt financing up to $20M for data center, FTTx, etc. [IFC EWS](https://ewsdata.rightsindevelopment.org/projects/43723-ocl-malawi/)",,Telecoms operators; ISPs; banks; enterprises,South Africa,"Harith General Partners (via PAIDF II, 60% stake)",high
NAM-002,Namibia,Telecom Namibia Windhoek Datacenter,Windhoek,Operational,2005,Enterprise,African control,African ultimate parent (Namibia),No,None identified,Telecom Namibia Limited,Government / SOE,None (100% state-owned project),Government of the Republic of Namibia,Equity,None identified,,ISPs; Government agencies; Enterprises,Namibia,Government of the Republic of Namibia,high
NAM-003,Namibia,Namibia National Data Centre (Planned),Windhoek,Planned,,Government,African control,African ultimate parent (Namibia),No,None identified,Government of Namibia,Government / SOE,None (100% state-owned project),Government of the Republic of Namibia,Equity,None identified,,Government ministries,Namibia,Government of the Republic of Namibia,high
NGA-018,Nigeria,21st Century Technologies DC Apapa,Lagos,Operational,2000,Colocation/carrier-neutral,African control,African ultimate parent (Nigeria),No,Construction/Equipment,21st Century Technologies,Private domestic,"Wale Ajisebutu, Adebowale Ajisebutu (percentages not public) [[ng-check](https://ng-check.com/21st-century-technologies-limited/852401.html)]",Ajisebutu family (Wale Ajisebutu Chairman/CEO),Directorships and shareholdings by principals,None identified,,Banks; telcos; enterprises,Nigeria,None (standalone private company),high
NGA-019,Nigeria,21st Century Technologies DC Ikeja,Lagos,Operational,2015,Colocation/carrier-neutral,African control,African ultimate parent (Nigeria),No,Construction/Equipment,21st Century Technologies,Private domestic,"Wale Ajisebutu, Adebowale Ajisebutu (percentages not public) [[ng-check](https://ng-check.com/21st-century-technologies-limited/852401.html)]",Ajisebutu family (Wale Ajisebutu Chairman/CEO),Directorships and shareholdings by principals,None identified,,Telcos; banks; enterprises,Nigeria,None (standalone private company),high
NGA-020,Nigeria,21st Century Technologies DC Lekki,Lagos,Operational,2010,Colocation/carrier-neutral,African control,African ultimate parent (Nigeria),No,Construction/Equipment,21st Century Technologies,Private domestic,"Wale Ajisebutu, Adebowale Ajisebutu (percentages not public) [[ng-check](https://ng-check.com/21st-century-technologies-limited/852401.html)]",Ajisebutu family (Wale Ajisebutu Chairman/CEO),Directorships and shareholdings by principals,None identified,,Banks; enterprises; content providers,Nigeria,None (standalone private company),high
NGA-023,Nigeria,Layer3 Data Centre Abuja,Abuja,Operational,2015,Colocation/carrier-neutral,African control,Nigerian private company,No,None identified,Layer3 Nigeria,Private domestic,Oyaje Idoko (founder/CEO); Grand Towers Plc; other Nigerian directors (percentages unavailable) [LinkedIn](https://www.linkedin.com/in/oyaje),"None (founder-led, self-owned)",Equity,"Bank of Industry (BOI, Nigerian DFI) loan for expansion [BOI](https://www.youtube.com/watch?v=HBPODuKk9F0)",,Enterprises; SMEs; government,,"None (founder-led, self-owned)",medium
NGA-027,Nigeria,Excelsimo Networks Data Centre Gbagada,Lagos,Operational,2010,Colocation/carrier-neutral,African control,African ultimate parent (Nigeria),No,None identified,Excelsimo Networks,Private domestic,"Not publicly disclosed; appears privately held by Nigerian individuals/directors (e.g., former Managing Director)",Excelsimo Networks Limited (self-owned),Equity,None identified,,Enterprises; SMEs; ISPs,Nigeria,Excelsimo Networks Limited (self-owned),high
NGA-028,Nigeria,Fringe Africa Ikoyi Metro EDGE,Lagos,Operational,2026,Edge,African control,African ultimate parent (Nigeria),No,None identified,Fringe Infrastructure,Private domestic,"Vremudia Oghene-Ruemu (co-founder), Andrew Agbo-Madaki (co-founder); percentages unknown",Fringe Infrastructure Limited (co-owned by founders),Equity,None found,,Financial institutions; enterprises; cloud providers,Nigeria,Fringe Infrastructure Limited (co-owned by founders),high
NGA-029,Nigeria,UniCloud Africa BDIC Data Centre Makurdi,Makurdi,Under construction,2025,Research,African control,African ultimate parent (Nigeria),No,Construction/Equipment,UniCloud Africa; BDIC,PPP,Benue State Government (100%),Benue State Government,Equity,None found,6600000,Benue State agencies; government,Nigeria,Benue State Government,high
